age_in_days,asset.host_name,asset.id,asset.ipv4_addresses,asset.name,asset.operating_systems,definition.cve,definition.description,definition.family,definition.id,definition.name,definition.solution,definition.vpr.score,definition.vulnerability_published,definition.workaround,definition.workaround_published,definition.workaround_type,first_observed,id,last_seen,port,protocol,resurfaced_date,severity,state,vuln_age,vuln_sla_date
204,lobrtr02.example.net,asset-49351,10.179.79.2,LOBRTR02,Cisco IOS OS,CVE-2021-1497,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-3759,Cisco HyperFlex HX Command Injection,Upgrade to the latest firmware version.,10.116389378098573,2026-01-07,Disable affected service if not required.,2025-11-19,Mitigation,2025-12-21,vuln-911329,2026-01-31,443,ICMP,,Critical,ACTIVE,107,2026-03-27
221,lobrtr02.example.net,asset-49351,10.44.46.96,LOBRTR02,Cisco IOS OS,CVE-2021-34527,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-4053,Cisco IOS XE Software Buffer Overflow,Upgrade to the latest firmware version.,8.004047196614236,2025-09-28,Disable affected service if not required.,2025-05-03,Mitigation,2025-11-22,vuln-627028,2026-02-05,443,ICMP,,High,ACTIVE,55,2026-04-26
31,lobrtr02.example.net,asset-49351,10.192.47.208,LOBRTR02,Cisco IOS OS,CVE-2018-0171,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-4143,Cisco IOS and IOS XE Software Smart Install,Upgrade to the latest firmware version.,9.559351916484141,2025-06-12,Disable affected service if not required.,2025-05-27,Mitigation,2025-12-11,vuln-767349,2026-02-04,22,UDP,,Critical,ACTIVE,22,2026-04-13
142,lobrtr02.example.net,asset-49351,10.17.88.8,LOBRTR02,Cisco IOS OS,CVE-2024-20359,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-4846,Cisco ASA and FTD Software Arbitrary File Read,Upgrade to the latest firmware version.,5.977897118666726,2025-11-17,Disable affected service if not required.,2026-01-03,Mitigation,2025-12-23,vuln-379005,2026-01-30,22,ICMP,,Medium,ACTIVE,150,2026-03-18
50,lobrtr02.example.net,asset-49351,10.55.134.203,LOBRTR02,Cisco IOS OS,CVE-2022-20968,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-1118,Cisco IP Phone Buffer Overflow,Upgrade to the latest firmware version.,5.37566580327589,2025-04-16,Disable affected service if not required.,2025-08-24,Mitigation,2025-09-05,vuln-596219,2026-01-30,80,ICMP,,Medium,ACTIVE,110,2026-04-16
350,lobrtr02.example.net,asset-49351,10.228.88.81,LOBRTR02,Cisco IOS OS,CVE-2022-20699,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-4925,Cisco Small Business Routers RCE,Upgrade to the latest firmware version.,10.240991046735724,2025-06-17,Disable affected service if not required.,2025-06-28,Mitigation,2025-12-24,vuln-473323,2026-01-30,80,TCP,,Critical,ACTIVE,1,2026-04-08
2,nyrtr01.example.net,asset-62665,10.253.164.246,NYRTR01,Cisco IOS OS,CVE-2021-1473,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-6278,Cisco Small Business Router Management Interface,Upgrade to the latest firmware version.,3.8166303041113707,2025-07-07,Disable affected service if not required.,2025-12-15,Mitigation,2025-10-16,vuln-810860,2026-02-02,23,ICMP,,Low,ACTIVE,125,2026-04-12
179,nyrtr01.example.net,asset-62665,10.110.241.239,NYRTR01,Cisco IOS OS,CVE-2024-20353,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-8800,Cisco ASA and FTD Software Web Services DoS,Upgrade to the latest firmware version.,9.086871463495038,2025-11-17,Disable affected service if not required.,2025-06-24,Mitigation,2025-10-24,vuln-736667,2026-02-04,0,TCP,,High,ACTIVE,134,2026-03-12
66,nyrtr01.example.net,asset-62665,10.128.204.23,NYRTR01,Cisco IOS OS,CVE-2023-20198,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-5937,Cisco IOS XE Software Web UI Privilege Escalation,Upgrade to the latest firmware version.,10.33235411102371,2025-04-02,Disable affected service if not required.,2025-05-13,Mitigation,2025-11-25,vuln-567965,2026-02-05,443,ICMP,,Critical,ACTIVE,139,2026-04-22
109,nyrtr01.example.net,asset-62665,10.44.193.242,NYRTR01,Cisco IOS OS,CVE-2019-1653,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-2465,Cisco Small Business Routers Information Disclosure,Upgrade to the latest firmware version.,7.105469677112202,2025-12-24,Disable affected service if not required.,2025-10-17,Mitigation,2025-10-16,vuln-502118,2026-01-30,80,TCP,,High,ACTIVE,66,2026-03-26
344,nyrtr01.example.net,asset-62665,10.32.171.35,NYRTR01,Cisco IOS OS,CVE-2023-20273,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-9757,Cisco IOS XE Software Web UI Command Injection,Upgrade to the latest firmware version.,7.33354819063406,2025-05-01,Disable affected service if not required.,2025-11-22,Mitigation,2025-10-14,vuln-334677,2026-02-01,8443,TCP,,High,ACTIVE,165,2026-04-16
196,nyrtr01.example.net,asset-62665,10.168.165.201,NYRTR01,Cisco IOS OS,CVE-2020-3452,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-8159,Cisco ASA and FTD Software Path Traversal,Upgrade to the latest firmware version.,7.808447481940444,2025-09-15,Disable affected service if not required.,2025-08-28,Mitigation,2025-12-09,vuln-405110,2026-02-05,22,TCP,,High,ACTIVE,88,2026-03-21
60,nyrtr01.example.net,asset-62665,10.147.95.33,NYRTR01,Cisco IOS OS,CVE-2023-20269,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-6134,Cisco ASA and FTD Software Remote Access VPN,Upgrade to the latest firmware version.,7.954068618865275,2025-03-18,Disable affected service if not required.,2026-01-07,Mitigation,2025-10-20,vuln-164891,2026-02-01,8443,TCP,,High,ACTIVE,100,2026-04-10
187,nyrtr01.example.net,asset-62665,10.205.174.240,NYRTR01,Cisco IOS OS,CVE-2024-20359,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-3069,Cisco ASA and FTD Software Arbitrary File Read,Upgrade to the latest firmware version.,6.019751382349005,2025-03-05,Disable affected service if not required.,2025-09-16,Mitigation,2025-12-11,vuln-514515,2026-02-05,8443,UDP,,Medium,ACTIVE,81,2026-04-28
113,nyrtr01.example.net,asset-62665,10.128.175.117,NYRTR01,Cisco IOS OS,CVE-2020-3566,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-3415,Cisco IOS XR Software DVMRP Memory Exhaustion,Upgrade to the latest firmware version.,6.901465413595682,2025-10-25,Disable affected service if not required.,2025-12-21,Mitigation,2025-10-18,vuln-423896,2026-02-01,0,TCP,,Medium,ACTIVE,71,2026-03-14
324,nyrtr01.example.net,asset-62665,10.213.56.127,NYRTR01,Cisco IOS OS,CVE-2021-34527,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-5775,Cisco IOS XE Software Buffer Overflow,Upgrade to the latest firmware version.,8.00414047663283,2025-06-29,Disable affected service if not required.,2025-12-08,Mitigation,2025-10-14,vuln-260119,2026-01-30,0,TCP,,High,ACTIVE,58,2026-03-24
92,nyrtr01.example.net,asset-62665,10.220.125.187,NYRTR01,Cisco IOS OS,CVE-2023-20032,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-7419,Cisco IOS XE Software SNMP Denial of Service,Upgrade to the latest firmware version.,7.499101777258438,2025-10-18,Disable affected service if not required.,2025-12-27,Mitigation,2025-08-20,vuln-511341,2026-02-03,443,ICMP,,High,ACTIVE,122,2026-04-15
201,nyrtr01.example.net,asset-62665,10.19.136.187,NYRTR01,Cisco IOS OS,CVE-2022-20699,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-5637,Cisco Small Business Routers RCE,Upgrade to the latest firmware version.,9.582364083054486,2025-09-30,Disable affected service if not required.,2025-06-20,Mitigation,2025-12-14,vuln-237259,2026-02-03,8443,TCP,,Critical,ACTIVE,78,2026-04-08
296,nyrtr01.example.net,asset-62665,10.36.114.179,NYRTR01,Cisco IOS OS,CVE-2021-1497,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-8904,Cisco HyperFlex HX Command Injection,Upgrade to the latest firmware version.,9.591081569323078,2025-10-25,Disable affected service if not required.,2025-09-22,Mitigation,2025-11-13,vuln-943430,2026-01-31,23,ICMP,,Critical,ACTIVE,167,2026-05-07
295,nyrtr01.example.net,asset-62665,10.27.174.202,NYRTR01,Cisco IOS OS,CVE-2018-0171,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-3418,Cisco IOS and IOS XE Software Smart Install,Upgrade to the latest firmware version.,9.676555792617785,2025-06-03,Disable affected service if not required.,2025-10-13,Mitigation,2025-12-24,vuln-200713,2026-02-03,443,TCP,,Critical,ACTIVE,14,2026-04-30
335,nyrtr02.example.net,asset-77559,10.191.97.199,NYRTR02,Cisco IOS OS,CVE-2022-20699,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-2468,Cisco Small Business Routers RCE,Upgrade to the latest firmware version.,10.07773081111665,2025-02-09,Disable affected service if not required.,2025-06-26,Mitigation,2025-10-29,vuln-763049,2026-01-31,443,UDP,,Critical,ACTIVE,3,2026-04-30
43,nyrtr02.example.net,asset-77559,10.32.126.165,NYRTR02,Cisco IOS OS,CVE-2019-1653,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-9351,Cisco Small Business Routers Information Disclosure,Upgrade to the latest firmware version.,7.224935040049454,2025-03-13,Disable affected service if not required.,2025-05-07,Mitigation,2025-10-29,vuln-827424,2026-01-31,22,ICMP,,High,ACTIVE,47,2026-04-13
331,nyrtr02.example.net,asset-77559,10.180.112.77,NYRTR02,Cisco IOS OS,CVE-2021-1497,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-3051,Cisco HyperFlex HX Command Injection,Upgrade to the latest firmware version.,9.399441255071975,2025-12-06,Disable affected service if not required.,2025-10-05,Mitigation,2025-09-26,vuln-952353,2026-01-31,22,UDP,,Critical,ACTIVE,143,2026-03-16
33,nyrtr02.example.net,asset-77559,10.133.215.150,NYRTR02,Cisco IOS OS,CVE-2024-20353,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-9830,Cisco ASA and FTD Software Web Services DoS,Upgrade to the latest firmware version.,8.813749124250021,2025-02-08,Disable affected service if not required.,2025-11-05,Mitigation,2025-11-15,vuln-790573,2026-02-05,23,ICMP,,High,ACTIVE,178,2026-04-26
285,nyrtr02.example.net,asset-77559,10.115.205.81,NYRTR02,Cisco IOS OS,CVE-2018-0171,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-3015,Cisco IOS and IOS XE Software Smart Install,Upgrade to the latest firmware version.,9.339143160945296,2025-03-19,Disable affected service if not required.,2025-09-24,Mitigation,2025-11-27,vuln-192086,2026-02-01,80,TCP,,Critical,ACTIVE,22,2026-04-30
187,nyrtr02.example.net,asset-77559,10.248.140.44,NYRTR02,Cisco IOS OS,CVE-2022-20968,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-7931,Cisco IP Phone Buffer Overflow,Upgrade to the latest firmware version.,5.977103098818872,2026-01-07,Disable affected service if not required.,2025-09-02,Mitigation,2025-10-23,vuln-148408,2026-02-01,80,ICMP,,Medium,ACTIVE,137,2026-04-09
296,nyrtr02.example.net,asset-77559,10.126.178.81,NYRTR02,Cisco IOS OS,CVE-2024-20359,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-9563,Cisco ASA and FTD Software Arbitrary File Read,Upgrade to the latest firmware version.,6.4107831566484235,2025-07-11,Disable affected service if not required.,2025-04-21,Mitigation,2025-11-15,vuln-821347,2026-02-05,0,TCP,,Medium,ACTIVE,61,2026-05-05
73,nyrtr02.example.net,asset-77559,10.77.220.214,NYRTR02,Cisco IOS OS,CVE-2023-20198,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-4526,Cisco IOS XE Software Web UI Privilege Escalation,Upgrade to the latest firmware version.,10.457422928021908,2025-03-05,Disable affected service if not required.,2025-09-19,Mitigation,2025-10-08,vuln-390870,2026-02-04,0,ICMP,,Critical,ACTIVE,109,2026-05-03
134,nyrtr02.example.net,asset-77559,10.98.167.232,NYRTR02,Cisco IOS OS,CVE-2021-34527,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-3675,Cisco IOS XE Software Buffer Overflow,Upgrade to the latest firmware version.,7.70005937558463,2025-11-26,Disable affected service if not required.,2025-08-30,Mitigation,2025-09-21,vuln-828252,2026-02-04,8443,TCP,,High,ACTIVE,19,2026-03-28
325,nyrtr02.example.net,asset-77559,10.179.166.50,NYRTR02,Cisco IOS OS,CVE-2023-20273,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-7097,Cisco IOS XE Software Web UI Command Injection,Upgrade to the latest firmware version.,7.2636421565511675,2025-02-10,Disable affected service if not required.,2025-04-21,Mitigation,2025-11-27,vuln-540073,2026-01-30,23,UDP,,High,ACTIVE,112,2026-04-13
310,nyrtr02.example.net,asset-77559,10.64.20.70,NYRTR02,Cisco IOS OS,CVE-2020-3452,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-3041,Cisco ASA and FTD Software Path Traversal,Upgrade to the latest firmware version.,7.531470165476129,2025-04-02,Disable affected service if not required.,2025-06-13,Mitigation,2025-12-22,vuln-445356,2026-01-31,22,UDP,,High,ACTIVE,86,2026-03-19
75,nyrtr02.example.net,asset-77559,10.223.205.58,NYRTR02,Cisco IOS OS,CVE-2023-20269,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-5483,Cisco ASA and FTD Software Remote Access VPN,Upgrade to the latest firmware version.,7.009863332643709,2025-06-28,Disable affected service if not required.,2025-09-16,Mitigation,2025-10-03,vuln-210103,2026-01-30,22,TCP,,High,ACTIVE,135,2026-03-22
302,nyrtr02.example.net,asset-77559,10.211.207.126,NYRTR02,Cisco IOS OS,CVE-2020-3566,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-2565,Cisco IOS XR Software DVMRP Memory Exhaustion,Upgrade to the latest firmware version.,6.8289601188071085,2025-03-21,Disable affected service if not required.,2025-08-16,Mitigation,2025-08-19,vuln-384220,2026-02-01,22,TCP,,Medium,ACTIVE,44,2026-04-17
245,chirtr01.example.net,asset-61060,10.152.33.67,CHIRTR01,Cisco IOS OS,CVE-2022-20699,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-1155,Cisco Small Business Routers RCE,Upgrade to the latest firmware version.,9.986658348989229,2025-10-20,Disable affected service if not required.,2025-11-04,Mitigation,2025-12-02,vuln-497201,2026-02-01,0,UDP,,Critical,ACTIVE,14,2026-03-10
363,chirtr01.example.net,asset-61060,10.200.64.174,CHIRTR01,Cisco IOS OS,CVE-2022-20968,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-7852,Cisco IP Phone Buffer Overflow,Upgrade to the latest firmware version.,5.706786762608488,2025-10-06,Disable affected service if not required.,2025-05-28,Mitigation,2025-10-09,vuln-937255,2026-02-02,8443,UDP,,Medium,ACTIVE,71,2026-03-08
267,chirtr01.example.net,asset-61060,10.242.184.226,CHIRTR01,Cisco IOS OS,CVE-2023-20032,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-4748,Cisco IOS XE Software SNMP Denial of Service,Upgrade to the latest firmware version.,7.505187431243325,2025-11-24,Disable affected service if not required.,2025-08-04,Mitigation,2025-09-25,vuln-908010,2026-02-03,22,ICMP,,High,ACTIVE,21,2026-05-03
48,chirtr01.example.net,asset-61060,10.43.148.15,CHIRTR01,Cisco IOS OS,CVE-2018-0171,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-2385,Cisco IOS and IOS XE Software Smart Install,Upgrade to the latest firmware version.,10.043409456952295,2025-03-30,Disable affected service if not required.,2025-04-30,Mitigation,2026-01-05,vuln-544579,2026-01-31,8443,ICMP,,Critical,ACTIVE,35,2026-04-07
264,chirtr01.example.net,asset-61060,10.176.174.228,CHIRTR01,Cisco IOS OS,CVE-2020-3452,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-9722,Cisco ASA and FTD Software Path Traversal,Upgrade to the latest firmware version.,7.697881952857164,2025-06-14,Disable affected service if not required.,2025-12-31,Mitigation,2025-11-20,vuln-971783,2026-01-31,22,ICMP,,High,ACTIVE,109,2026-03-24
69,chirtr02.example.net,asset-80035,10.132.91.244,CHIRTR02,Cisco IOS OS,CVE-2022-20699,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-1834,Cisco Small Business Routers RCE,Upgrade to the latest firmware version.,9.722722268816144,2025-06-27,Disable affected service if not required.,2025-10-12,Mitigation,2025-10-04,vuln-218733,2026-02-03,0,TCP,,Critical,ACTIVE,139,2026-03-14
149,chirtr02.example.net,asset-80035,10.77.124.76,CHIRTR02,Cisco IOS OS,CVE-2024-20359,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-5337,Cisco ASA and FTD Software Arbitrary File Read,Upgrade to the latest firmware version.,5.713065944628673,2025-02-18,Disable affected service if not required.,2025-06-20,Mitigation,2025-11-13,vuln-419626,2026-01-31,8443,TCP,,Medium,ACTIVE,119,2026-03-11
30,chirtr02.example.net,asset-80035,10.92.2.158,CHIRTR02,Cisco IOS OS,CVE-2023-20032,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-8542,Cisco IOS XE Software SNMP Denial of Service,Upgrade to the latest firmware version.,7.5285518012818,2025-07-10,Disable affected service if not required.,2025-11-14,Mitigation,2026-01-06,vuln-466709,2026-01-31,23,UDP,,High,ACTIVE,91,2026-05-07
221,chirtr02.example.net,asset-80035,10.126.51.22,CHIRTR02,Cisco IOS OS,CVE-2018-0171,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-9668,Cisco IOS and IOS XE Software Smart Install,Upgrade to the latest firmware version.,9.814318599540815,2025-10-21,Disable affected service if not required.,2025-06-11,Mitigation,2025-12-07,vuln-611088,2026-02-05,23,ICMP,,Critical,ACTIVE,65,2026-04-23
203,chirtr02.example.net,asset-80035,10.96.77.94,CHIRTR02,Cisco IOS OS,CVE-2020-3452,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-8017,Cisco ASA and FTD Software Path Traversal,Upgrade to the latest firmware version.,7.892193385825918,2025-04-08,Disable affected service if not required.,2025-08-23,Mitigation,2025-12-11,vuln-559876,2026-01-31,443,TCP,,High,ACTIVE,36,2026-04-15
3,chirtr02.example.net,asset-80035,10.92.227.223,CHIRTR02,Cisco IOS OS,CVE-2019-1653,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-4251,Cisco Small Business Routers Information Disclosure,Upgrade to the latest firmware version.,7.110665643137448,2025-08-15,Disable affected service if not required.,2025-12-18,Mitigation,2025-12-04,vuln-513711,2026-02-02,0,UDP,,High,ACTIVE,9,2026-04-27
246,chirtr02.example.net,asset-80035,10.246.171.252,CHIRTR02,Cisco IOS OS,CVE-2023-20198,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-5354,Cisco IOS XE Software Web UI Privilege Escalation,Upgrade to the latest firmware version.,9.618792306043918,2025-05-02,Disable affected service if not required.,2025-04-29,Mitigation,2025-12-06,vuln-440669,2026-01-30,443,ICMP,,Critical,ACTIVE,100,2026-04-29
56,chirtr02.example.net,asset-80035,10.203.6.33,CHIRTR02,Cisco IOS OS,CVE-2021-34527,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-3548,Cisco IOS XE Software Buffer Overflow,Upgrade to the latest firmware version.,7.644120550900705,2026-01-01,Disable affected service if not required.,2025-09-08,Mitigation,2025-12-25,vuln-811259,2026-01-30,80,UDP,,High,ACTIVE,153,2026-03-21
223,chirtr02.example.net,asset-80035,10.123.75.73,CHIRTR02,Cisco IOS OS,CVE-2023-20273,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-8961,Cisco IOS XE Software Web UI Command Injection,Upgrade to the latest firmware version.,6.782614896900206,2025-06-02,Disable affected service if not required.,2025-09-03,Mitigation,2025-11-29,vuln-864672,2026-02-01,23,TCP,,High,ACTIVE,72,2026-03-19
135,chirtr02.example.net,asset-80035,10.180.64.171,CHIRTR02,Cisco IOS OS,CVE-2020-3566,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-8031,Cisco IOS XR Software DVMRP Memory Exhaustion,Upgrade to the latest firmware version.,6.498412459149158,2025-11-16,Disable affected service if not required.,2025-04-25,Mitigation,2025-11-22,vuln-297833,2026-01-30,8443,ICMP,,Medium,ACTIVE,163,2026-04-28
62,chirtr02.example.net,asset-80035,10.34.103.10,CHIRTR02,Cisco IOS OS,CVE-2023-20269,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-5486,Cisco ASA and FTD Software Remote Access VPN,Upgrade to the latest firmware version.,7.990398795844446,2025-10-25,Disable affected service if not required.,2025-06-03,Mitigation,2026-01-03,vuln-746412,2026-02-04,22,TCP,,High,ACTIVE,98,2026-04-11
359,chirtr02.example.net,asset-80035,10.163.251.60,CHIRTR02,Cisco IOS OS,CVE-2021-1497,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-4633,Cisco HyperFlex HX Command Injection,Upgrade to the latest firmware version.,9.63617785145399,2025-05-07,Disable affected service if not required.,2025-12-07,Mitigation,2025-08-30,vuln-547818,2026-01-31,22,UDP,,Critical,ACTIVE,29,2026-04-20
144,chirtr02.example.net,asset-80035,10.242.90.183,CHIRTR02,Cisco IOS OS,CVE-2022-20968,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-7849,Cisco IP Phone Buffer Overflow,Upgrade to the latest firmware version.,5.246968636809594,2025-12-14,Disable affected service if not required.,2025-10-06,Mitigation,2025-12-28,vuln-100561,2026-02-05,0,ICMP,,Medium,ACTIVE,83,2026-04-24
242,chirtr02.example.net,asset-80035,10.72.233.156,CHIRTR02,Cisco IOS OS,CVE-2024-20353,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-2650,Cisco ASA and FTD Software Web Services DoS,Upgrade to the latest firmware version.,8.53090752649933,2025-08-31,Disable affected service if not required.,2025-05-01,Mitigation,2025-10-06,vuln-450520,2026-02-03,22,TCP,,High,ACTIVE,172,2026-05-07
300,dallasrtr01.example.net,asset-99517,10.99.23.228,DALLASRTR01,Cisco IOS OS,CVE-2022-20968,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-2742,Cisco IP Phone Buffer Overflow,Upgrade to the latest firmware version.,5.130485405248095,2025-03-05,Disable affected service if not required.,2025-11-07,Mitigation,2025-12-28,vuln-715054,2026-01-31,23,TCP,,Medium,ACTIVE,115,2026-03-09
39,dallasrtr01.example.net,asset-99517,10.242.140.159,DALLASRTR01,Cisco IOS OS,CVE-2021-1473,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-6618,Cisco Small Business Router Management Interface,Upgrade to the latest firmware version.,4.101476416925718,2025-05-10,Disable affected service if not required.,2025-09-26,Mitigation,2025-08-24,vuln-855781,2026-02-04,22,TCP,,Low,ACTIVE,50,2026-04-11
287,dallasrtr01.example.net,asset-99517,10.250.89.230,DALLASRTR01,Cisco IOS OS,CVE-2024-20353,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-6996,Cisco ASA and FTD Software Web Services DoS,Upgrade to the latest firmware version.,8.548482220097368,2025-11-08,Disable affected service if not required.,2025-05-29,Mitigation,2025-12-21,vuln-606274,2026-02-02,8443,ICMP,,High,ACTIVE,6,2026-04-27
357,dallasrtr01.example.net,asset-99517,10.248.34.75,DALLASRTR01,Cisco IOS OS,CVE-2022-20699,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-1744,Cisco Small Business Routers RCE,Upgrade to the latest firmware version.,10.2558029216988,2025-12-07,Disable affected service if not required.,2025-10-02,Mitigation,2025-09-28,vuln-619072,2026-01-31,8443,ICMP,,Critical,ACTIVE,20,2026-04-27
261,dallasrtr01.example.net,asset-99517,10.99.144.200,DALLASRTR01,Cisco IOS OS,CVE-2023-20032,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-7393,Cisco IOS XE Software SNMP Denial of Service,Upgrade to the latest firmware version.,7.60084895944013,2025-08-21,Disable affected service if not required.,2025-09-24,Mitigation,2025-11-21,vuln-103775,2026-02-04,8443,TCP,,High,ACTIVE,152,2026-03-24
263,dallasrtr01.example.net,asset-99517,10.117.129.182,DALLASRTR01,Cisco IOS OS,CVE-2018-0171,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-9602,Cisco IOS and IOS XE Software Smart Install,Upgrade to the latest firmware version.,9.558834617610351,2025-09-17,Disable affected service if not required.,2025-08-09,Mitigation,2025-10-31,vuln-678972,2026-02-05,23,TCP,,Critical,ACTIVE,12,2026-04-03
150,dallasrtr01.example.net,asset-99517,10.11.164.38,DALLASRTR01,Cisco IOS OS,CVE-2020-3452,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-5550,Cisco ASA and FTD Software Path Traversal,Upgrade to the latest firmware version.,7.927247957385863,2025-08-22,Disable affected service if not required.,2025-12-12,Mitigation,2025-11-05,vuln-963408,2026-02-04,8443,TCP,,High,ACTIVE,1,2026-03-27
324,dallasrtr01.example.net,asset-99517,10.155.249.95,DALLASRTR01,Cisco IOS OS,CVE-2019-1653,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-6317,Cisco Small Business Routers Information Disclosure,Upgrade to the latest firmware version.,7.083246156174152,2025-04-01,Disable affected service if not required.,2025-08-25,Mitigation,2025-12-04,vuln-528178,2026-02-01,80,UDP,,High,ACTIVE,15,2026-03-28
183,dallasrtr01.example.net,asset-99517,10.57.188.248,DALLASRTR01,Cisco IOS OS,CVE-2023-20273,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-5582,Cisco IOS XE Software Web UI Command Injection,Upgrade to the latest firmware version.,6.8767352391480445,2025-12-30,Disable affected service if not required.,2025-11-14,Mitigation,2025-10-02,vuln-785584,2026-02-03,0,ICMP,,High,ACTIVE,155,2026-04-02
227,dallasrtr01.example.net,asset-99517,10.57.84.69,DALLASRTR01,Cisco IOS OS,CVE-2021-34527,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-4341,Cisco IOS XE Software Buffer Overflow,Upgrade to the latest firmware version.,7.881663799507921,2025-06-19,Disable affected service if not required.,2025-10-20,Mitigation,2025-09-15,vuln-342979,2026-01-31,0,UDP,,High,ACTIVE,95,2026-04-28
48,dallasrtr01.example.net,asset-99517,10.127.47.118,DALLASRTR01,Cisco IOS OS,CVE-2020-3566,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-4031,Cisco IOS XR Software DVMRP Memory Exhaustion,Upgrade to the latest firmware version.,7.115597987639547,2025-10-09,Disable affected service if not required.,2025-10-03,Mitigation,2025-08-15,vuln-614345,2026-01-31,23,ICMP,,Medium,ACTIVE,73,2026-05-06
36,houstonrtr01.example.net,asset-50653,10.37.19.110,HOUSTONRTR01,Cisco IOS OS,CVE-2020-3566,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-5018,Cisco IOS XR Software DVMRP Memory Exhaustion,Upgrade to the latest firmware version.,6.75502415976771,2025-02-11,Disable affected service if not required.,2025-06-15,Mitigation,2025-12-13,vuln-859490,2026-02-01,23,ICMP,,Medium,ACTIVE,4,2026-03-30
194,houstonrtr01.example.net,asset-50653,10.99.6.29,HOUSTONRTR01,Cisco IOS OS,CVE-2024-20353,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-1222,Cisco ASA and FTD Software Web Services DoS,Upgrade to the latest firmware version.,8.863445756066717,2025-02-12,Disable affected service if not required.,2025-12-16,Mitigation,2025-12-05,vuln-360406,2026-01-30,22,UDP,,High,ACTIVE,37,2026-03-08
5,houstonrtr01.example.net,asset-50653,10.246.203.28,HOUSTONRTR01,Cisco IOS OS,CVE-2021-1497,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-9886,Cisco HyperFlex HX Command Injection,Upgrade to the latest firmware version.,10.036131510274526,2025-07-18,Disable affected service if not required.,2025-11-25,Mitigation,2025-11-17,vuln-245993,2026-02-02,8443,UDP,,Critical,ACTIVE,42,2026-04-18
