age_in_days,asset.host_name,asset.id,asset.ipv4_addresses,asset.name,asset.operating_systems,definition.cve,definition.description,definition.family,definition.id,definition.name,definition.solution,definition.vpr.score,definition.vulnerability_published,definition.workaround,definition.workaround_published,definition.workaround_type,first_observed,id,last_seen,port,protocol,resurfaced_date,severity,state,vuln_age,vuln_sla_date
289,remotesw01.example.net,asset-33652,10.11.212.222,REMOTESW01,Cisco IOS OS,CVE-2024-20359,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-1464,Cisco ASA and FTD Software Arbitrary File Read,Upgrade to the latest firmware version.,5.58122285489337,2025-02-13,Disable affected service if not required.,2025-08-25,Mitigation,2025-11-15,vuln-904214,2026-02-01,443,ICMP,,Medium,ACTIVE,164,2026-05-06
248,remotesw02.example.net,asset-75278,10.119.53.88,REMOTESW02,Cisco IOS OS,CVE-2020-3452,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-3353,Cisco ASA and FTD Software Path Traversal,Upgrade to the latest firmware version.,7.312582499246933,2025-07-28,Disable affected service if not required.,2025-07-15,Mitigation,2025-09-27,vuln-237118,2026-01-30,80,ICMP,,High,ACTIVE,144,2026-05-01
124,remotesw02.example.net,asset-75278,10.120.32.69,REMOTESW02,Cisco IOS OS,CVE-2023-20269,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-8366,Cisco ASA and FTD Software Remote Access VPN,Upgrade to the latest firmware version.,7.247918882525545,2025-11-19,Disable affected service if not required.,2025-12-13,Mitigation,2025-10-25,vuln-502810,2026-01-30,8443,UDP,,High,ACTIVE,64,2026-03-13
168,remotesw02.example.net,asset-75278,10.240.148.185,REMOTESW02,Cisco IOS OS,CVE-2018-0171,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-6123,Cisco IOS and IOS XE Software Smart Install,Upgrade to the latest firmware version.,9.48983410122336,2025-10-18,Disable affected service if not required.,2025-04-27,Mitigation,2025-08-29,vuln-589491,2026-02-02,80,UDP,,Critical,ACTIVE,6,2026-05-02
259,remotesw02.example.net,asset-75278,10.118.248.62,REMOTESW02,Cisco IOS OS,CVE-2021-1473,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-4524,Cisco Small Business Router Management Interface,Upgrade to the latest firmware version.,4.383344111985677,2025-12-14,Disable affected service if not required.,2025-12-13,Mitigation,2025-10-27,vuln-618934,2026-02-01,0,ICMP,,Low,ACTIVE,121,2026-04-19
56,remotesw02.example.net,asset-75278,10.111.35.226,REMOTESW02,Cisco IOS OS,CVE-2021-34527,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-5333,Cisco IOS XE Software Buffer Overflow,Upgrade to the latest firmware version.,8.027508063359392,2025-06-15,Disable affected service if not required.,2025-07-04,Mitigation,2025-12-27,vuln-520040,2026-02-05,8443,ICMP,,High,ACTIVE,50,2026-04-14
38,remotesw02.example.net,asset-75278,10.99.130.116,REMOTESW02,Cisco IOS OS,CVE-2024-20359,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-5582,Cisco ASA and FTD Software Arbitrary File Read,Upgrade to the latest firmware version.,6.325311317958613,2025-02-22,Disable affected service if not required.,2025-11-08,Mitigation,2025-12-06,vuln-201377,2026-02-02,80,UDP,,Medium,ACTIVE,143,2026-03-08
74,remotesw02.example.net,asset-75278,10.51.155.131,REMOTESW02,Cisco IOS OS,CVE-2021-1497,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-7576,Cisco HyperFlex HX Command Injection,Upgrade to the latest firmware version.,9.800077903570644,2025-12-15,Disable affected service if not required.,2025-12-19,Mitigation,2025-12-03,vuln-848255,2026-02-03,443,ICMP,,Critical,ACTIVE,117,2026-04-28
168,remotesw02.example.net,asset-75278,10.239.157.82,REMOTESW02,Cisco IOS OS,CVE-2023-20032,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-3662,Cisco IOS XE Software SNMP Denial of Service,Upgrade to the latest firmware version.,7.592954587866483,2025-02-26,Disable affected service if not required.,2025-08-07,Mitigation,2025-10-13,vuln-631958,2026-01-30,8443,ICMP,,High,ACTIVE,126,2026-03-23
244,remotesw02.example.net,asset-75278,10.209.5.95,REMOTESW02,Cisco IOS OS,CVE-2019-1653,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-6427,Cisco Small Business Routers Information Disclosure,Upgrade to the latest firmware version.,7.673806392473017,2025-06-08,Disable affected service if not required.,2025-08-03,Mitigation,2026-01-01,vuln-725905,2026-02-02,80,ICMP,,High,ACTIVE,149,2026-04-01
27,remotesw02.example.net,asset-75278,10.150.123.44,REMOTESW02,Cisco IOS OS,CVE-2023-20198,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-9589,Cisco IOS XE Software Web UI Privilege Escalation,Upgrade to the latest firmware version.,10.129025241145364,2025-02-24,Disable affected service if not required.,2025-06-27,Mitigation,2025-12-01,vuln-961574,2026-01-31,23,TCP,,Critical,ACTIVE,147,2026-03-08
98,remotesw02.example.net,asset-75278,10.5.113.81,REMOTESW02,Cisco IOS OS,CVE-2022-20699,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-7861,Cisco Small Business Routers RCE,Upgrade to the latest firmware version.,9.451431258119346,2025-09-25,Disable affected service if not required.,2025-06-11,Mitigation,2025-09-01,vuln-912617,2026-02-01,443,ICMP,,Critical,ACTIVE,16,2026-03-23
266,remotesw02.example.net,asset-75278,10.54.144.84,REMOTESW02,Cisco IOS OS,CVE-2023-20273,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-8837,Cisco IOS XE Software Web UI Command Injection,Upgrade to the latest firmware version.,7.225477151400035,2025-07-31,Disable affected service if not required.,2025-10-11,Mitigation,2025-09-12,vuln-659024,2026-02-03,8443,UDP,,High,ACTIVE,174,2026-03-19
313,remotesw02.example.net,asset-75278,10.124.50.246,REMOTESW02,Cisco IOS OS,CVE-2020-3566,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-5038,Cisco IOS XR Software DVMRP Memory Exhaustion,Upgrade to the latest firmware version.,6.579006395921756,2025-08-08,Disable affected service if not required.,2025-09-14,Mitigation,2025-10-23,vuln-908634,2026-02-03,0,TCP,,Medium,ACTIVE,177,2026-03-23
177,remotesw03.example.net,asset-74094,10.245.198.206,REMOTESW03,Cisco IOS OS,CVE-2021-34527,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-3399,Cisco IOS XE Software Buffer Overflow,Upgrade to the latest firmware version.,7.590452651992935,2025-08-13,Disable affected service if not required.,2025-11-28,Mitigation,2025-10-11,vuln-563864,2026-01-31,80,ICMP,,High,ACTIVE,123,2026-04-24
276,remotesw03.example.net,asset-74094,10.70.239.144,REMOTESW03,Cisco IOS OS,CVE-2022-20699,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-5450,Cisco Small Business Routers RCE,Upgrade to the latest firmware version.,9.437272954800923,2025-02-26,Disable affected service if not required.,2025-09-07,Mitigation,2025-11-06,vuln-153231,2026-01-31,8443,TCP,,Critical,ACTIVE,164,2026-04-23
52,remotesw03.example.net,asset-74094,10.106.85.184,REMOTESW03,Cisco IOS OS,CVE-2020-3452,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-8739,Cisco ASA and FTD Software Path Traversal,Upgrade to the latest firmware version.,7.1005449047773475,2025-10-29,Disable affected service if not required.,2026-01-05,Mitigation,2025-08-20,vuln-265613,2026-02-02,0,UDP,,High,ACTIVE,123,2026-03-27
148,remotesw03.example.net,asset-74094,10.83.74.166,REMOTESW03,Cisco IOS OS,CVE-2023-20032,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-1969,Cisco IOS XE Software SNMP Denial of Service,Upgrade to the latest firmware version.,8.107936958735623,2025-11-23,Disable affected service if not required.,2025-09-11,Mitigation,2025-08-24,vuln-874568,2026-01-31,22,TCP,,High,ACTIVE,107,2026-03-12
19,remotesw03.example.net,asset-74094,10.215.102.202,REMOTESW03,Cisco IOS OS,CVE-2023-20269,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-9116,Cisco ASA and FTD Software Remote Access VPN,Upgrade to the latest firmware version.,7.186311631922489,2025-08-12,Disable affected service if not required.,2025-12-19,Mitigation,2026-01-05,vuln-412886,2026-02-01,8443,TCP,,High,ACTIVE,86,2026-04-19
329,remotesw03.example.net,asset-74094,10.140.135.127,REMOTESW03,Cisco IOS OS,CVE-2018-0171,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-3198,Cisco IOS and IOS XE Software Smart Install,Upgrade to the latest firmware version.,10.151059738577997,2025-05-13,Disable affected service if not required.,2025-08-21,Mitigation,2025-11-19,vuln-948102,2026-02-05,80,TCP,,Critical,ACTIVE,118,2026-03-27
96,remotesw03.example.net,asset-74094,10.4.189.87,REMOTESW03,Cisco IOS OS,CVE-2023-20273,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-5833,Cisco IOS XE Software Web UI Command Injection,Upgrade to the latest firmware version.,7.26778122242094,2025-10-01,Disable affected service if not required.,2025-10-10,Mitigation,2025-09-26,vuln-967161,2026-02-02,8443,UDP,,High,ACTIVE,23,2026-04-12
95,remotesw03.example.net,asset-74094,10.252.36.123,REMOTESW03,Cisco IOS OS,CVE-2021-1497,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-6301,Cisco HyperFlex HX Command Injection,Upgrade to the latest firmware version.,10.23582538700139,2026-01-04,Disable affected service if not required.,2025-08-27,Mitigation,2025-10-01,vuln-346961,2026-02-02,80,UDP,,Critical,ACTIVE,78,2026-03-31
32,mainswan01.example.net,asset-85088,10.171.31.120,MAINSWAN01,Cisco IOS OS,CVE-2023-20269,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-6026,Cisco ASA and FTD Software Remote Access VPN,Upgrade to the latest firmware version.,7.159716825227563,2025-04-25,Disable affected service if not required.,2025-08-01,Mitigation,2025-12-08,vuln-769737,2026-02-03,80,ICMP,,High,ACTIVE,57,2026-04-23
245,mainswan01.example.net,asset-85088,10.40.117.192,MAINSWAN01,Cisco IOS OS,CVE-2018-0171,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-7121,Cisco IOS and IOS XE Software Smart Install,Upgrade to the latest firmware version.,9.715845615431226,2025-04-01,Disable affected service if not required.,2025-05-11,Mitigation,2025-08-23,vuln-940952,2026-01-31,23,TCP,,Critical,ACTIVE,175,2026-03-20
270,mainswan01.example.net,asset-85088,10.115.136.181,MAINSWAN01,Cisco IOS OS,CVE-2022-20699,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-6927,Cisco Small Business Routers RCE,Upgrade to the latest firmware version.,9.37810272214744,2025-03-25,Disable affected service if not required.,2025-11-11,Mitigation,2025-12-23,vuln-969032,2026-02-01,8443,TCP,,Critical,ACTIVE,147,2026-04-03
299,mainswan02.example.net,asset-29641,10.126.24.231,MAINSWAN02,Cisco IOS OS,CVE-2022-20699,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-9361,Cisco Small Business Routers RCE,Upgrade to the latest firmware version.,9.74548269218722,2025-12-10,Disable affected service if not required.,2025-05-20,Mitigation,2025-12-05,vuln-638179,2026-02-02,443,ICMP,,Critical,ACTIVE,15,2026-04-02
345,mainswan02.example.net,asset-29641,10.207.79.186,MAINSWAN02,Cisco IOS OS,CVE-2021-1473,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-1356,Cisco Small Business Router Management Interface,Upgrade to the latest firmware version.,4.1959487099532575,2026-01-06,Disable affected service if not required.,2025-09-18,Mitigation,2025-08-12,vuln-176577,2026-02-05,443,UDP,,Low,ACTIVE,180,2026-05-03
36,mainswan02.example.net,asset-29641,10.253.240.121,MAINSWAN02,Cisco IOS OS,CVE-2020-3452,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-1519,Cisco ASA and FTD Software Path Traversal,Upgrade to the latest firmware version.,7.28709070689132,2025-10-07,Disable affected service if not required.,2025-10-30,Mitigation,2025-09-22,vuln-492650,2026-02-02,443,UDP,,High,ACTIVE,97,2026-05-02
335,mainswan02.example.net,asset-29641,10.221.90.31,MAINSWAN02,Cisco IOS OS,CVE-2021-34527,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-3924,Cisco IOS XE Software Buffer Overflow,Upgrade to the latest firmware version.,8.292846776077587,2025-06-20,Disable affected service if not required.,2025-04-12,Mitigation,2025-12-06,vuln-863214,2026-02-04,22,TCP,,High,ACTIVE,77,2026-04-08
273,mainswan02.example.net,asset-29641,10.98.211.59,MAINSWAN02,Cisco IOS OS,CVE-2023-20273,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-5055,Cisco IOS XE Software Web UI Command Injection,Upgrade to the latest firmware version.,7.160625278548596,2025-10-20,Disable affected service if not required.,2025-08-19,Mitigation,2025-11-20,vuln-860242,2026-01-30,22,TCP,,High,ACTIVE,170,2026-04-11
120,mainswan03.example.net,asset-90599,10.139.56.194,MAINSWAN03,Cisco IOS OS,CVE-2020-3566,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-1924,Cisco IOS XR Software DVMRP Memory Exhaustion,Upgrade to the latest firmware version.,6.440135575114905,2025-08-12,Disable affected service if not required.,2025-09-10,Mitigation,2025-08-13,vuln-434394,2026-02-01,8443,ICMP,,Medium,ACTIVE,83,2026-04-22
74,mainswan03.example.net,asset-90599,10.253.170.134,MAINSWAN03,Cisco IOS OS,CVE-2023-20198,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-4621,Cisco IOS XE Software Web UI Privilege Escalation,Upgrade to the latest firmware version.,9.913560206446803,2025-08-20,Disable affected service if not required.,2025-12-07,Mitigation,2025-08-18,vuln-720407,2026-01-31,23,ICMP,,Critical,ACTIVE,174,2026-04-10
25,mainswan03.example.net,asset-90599,10.249.89.242,MAINSWAN03,Cisco IOS OS,CVE-2024-20359,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-7244,Cisco ASA and FTD Software Arbitrary File Read,Upgrade to the latest firmware version.,6.285804595980518,2025-07-28,Disable affected service if not required.,2025-06-08,Mitigation,2025-09-25,vuln-256466,2026-02-03,443,TCP,,Medium,ACTIVE,138,2026-04-07
116,mainswan03.example.net,asset-90599,10.77.220.182,MAINSWAN03,Cisco IOS OS,CVE-2022-20968,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-3365,Cisco IP Phone Buffer Overflow,Upgrade to the latest firmware version.,5.8057761599348865,2025-12-09,Disable affected service if not required.,2025-06-10,Mitigation,2025-09-23,vuln-684357,2026-02-01,23,UDP,,Medium,ACTIVE,63,2026-04-21
170,mainswan03.example.net,asset-90599,10.166.21.237,MAINSWAN03,Cisco IOS OS,CVE-2023-20273,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-8369,Cisco IOS XE Software Web UI Command Injection,Upgrade to the latest firmware version.,7.547133385919612,2025-11-21,Disable affected service if not required.,2025-10-02,Mitigation,2025-12-25,vuln-381502,2026-02-02,0,ICMP,,High,ACTIVE,155,2026-05-05
97,mainswan03.example.net,asset-90599,10.206.195.151,MAINSWAN03,Cisco IOS OS,CVE-2018-0171,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-4555,Cisco IOS and IOS XE Software Smart Install,Upgrade to the latest firmware version.,9.779394206470915,2025-07-21,Disable affected service if not required.,2025-08-05,Mitigation,2026-01-04,vuln-322096,2026-02-04,0,TCP,,Critical,ACTIVE,123,2026-03-10
357,mainswan03.example.net,asset-90599,10.155.181.53,MAINSWAN03,Cisco IOS OS,CVE-2021-1473,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-7498,Cisco Small Business Router Management Interface,Upgrade to the latest firmware version.,4.715126459593556,2025-03-31,Disable affected service if not required.,2025-07-27,Mitigation,2025-10-27,vuln-499152,2026-02-02,8443,ICMP,,Low,ACTIVE,92,2026-04-18
185,mainswan03.example.net,asset-90599,10.132.226.128,MAINSWAN03,Cisco IOS OS,CVE-2021-34527,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-8635,Cisco IOS XE Software Buffer Overflow,Upgrade to the latest firmware version.,7.39860823156548,2025-05-12,Disable affected service if not required.,2025-07-28,Mitigation,2025-11-16,vuln-488712,2026-02-03,443,TCP,,High,ACTIVE,145,2026-03-13
75,mainswan03.example.net,asset-90599,10.5.67.142,MAINSWAN03,Cisco IOS OS,CVE-2023-20269,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-7841,Cisco ASA and FTD Software Remote Access VPN,Upgrade to the latest firmware version.,7.295192287507739,2025-09-29,Disable affected service if not required.,2025-07-23,Mitigation,2025-11-10,vuln-498290,2026-02-01,23,UDP,,High,ACTIVE,141,2026-03-27
132,mainswan03.example.net,asset-90599,10.196.211.126,MAINSWAN03,Cisco IOS OS,CVE-2022-20699,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-9037,Cisco Small Business Routers RCE,Upgrade to the latest firmware version.,9.760828998448206,2025-07-11,Disable affected service if not required.,2025-10-13,Mitigation,2025-12-03,vuln-855303,2026-02-01,443,TCP,,Critical,ACTIVE,139,2026-03-27
269,mainswan03.example.net,asset-90599,10.9.215.217,MAINSWAN03,Cisco IOS OS,CVE-2020-3452,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-2217,Cisco ASA and FTD Software Path Traversal,Upgrade to the latest firmware version.,7.945188111200898,2025-12-14,Disable affected service if not required.,2026-01-04,Mitigation,2025-09-24,vuln-244170,2026-01-30,0,TCP,,High,ACTIVE,18,2026-03-23
5,mainswan03.example.net,asset-90599,10.56.130.117,MAINSWAN03,Cisco IOS OS,CVE-2019-1653,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-7114,Cisco Small Business Routers Information Disclosure,Upgrade to the latest firmware version.,7.060450118913019,2025-02-15,Disable affected service if not required.,2025-05-05,Mitigation,2025-09-05,vuln-116495,2026-02-05,8443,ICMP,,High,ACTIVE,106,2026-05-07
272,mainswan03.example.net,asset-90599,10.185.71.138,MAINSWAN03,Cisco IOS OS,CVE-2024-20353,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-5697,Cisco ASA and FTD Software Web Services DoS,Upgrade to the latest firmware version.,8.117142597602427,2025-06-01,Disable affected service if not required.,2025-10-08,Mitigation,2025-12-11,vuln-200992,2026-02-01,23,TCP,,High,ACTIVE,50,2026-03-29
182,mainswan03.example.net,asset-90599,10.69.204.102,MAINSWAN03,Cisco IOS OS,CVE-2021-1497,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-2294,Cisco HyperFlex HX Command Injection,Upgrade to the latest firmware version.,9.673051583463684,2025-06-14,Disable affected service if not required.,2025-05-17,Mitigation,2025-08-16,vuln-355021,2026-01-31,23,UDP,,Critical,ACTIVE,176,2026-03-16
335,mainswan03.example.net,asset-90599,10.254.220.167,MAINSWAN03,Cisco IOS OS,CVE-2023-20032,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-1519,Cisco IOS XE Software SNMP Denial of Service,Upgrade to the latest firmware version.,7.29350050542711,2025-06-27,Disable affected service if not required.,2025-06-28,Mitigation,2025-08-19,vuln-599127,2026-02-05,0,TCP,,High,ACTIVE,180,2026-04-27
139,westswan01.example.net,asset-20837,10.12.237.20,WESTSWAN01,Cisco IOS OS,CVE-2021-1473,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-5593,Cisco Small Business Router Management Interface,Upgrade to the latest firmware version.,4.699311650865009,2025-03-25,Disable affected service if not required.,2025-12-22,Mitigation,2025-11-23,vuln-991737,2026-02-03,22,TCP,,Low,ACTIVE,151,2026-04-28
40,westswan01.example.net,asset-20837,10.77.42.145,WESTSWAN01,Cisco IOS OS,CVE-2021-1497,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-4939,Cisco HyperFlex HX Command Injection,Upgrade to the latest firmware version.,9.866695919891079,2025-06-22,Disable affected service if not required.,2025-07-22,Mitigation,2025-10-01,vuln-892313,2026-01-31,23,ICMP,,Critical,ACTIVE,21,2026-04-05
28,westswan01.example.net,asset-20837,10.26.112.60,WESTSWAN01,Cisco IOS OS,CVE-2018-0171,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-2245,Cisco IOS and IOS XE Software Smart Install,Upgrade to the latest firmware version.,9.640592746475107,2025-02-27,Disable affected service if not required.,2025-06-18,Mitigation,2025-10-16,vuln-131064,2026-01-31,80,UDP,,Critical,ACTIVE,126,2026-04-23
284,westswan01.example.net,asset-20837,10.241.97.111,WESTSWAN01,Cisco IOS OS,CVE-2022-20699,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-4043,Cisco Small Business Routers RCE,Upgrade to the latest firmware version.,9.979694858088159,2025-06-27,Disable affected service if not required.,2025-11-25,Mitigation,2025-10-24,vuln-936821,2026-02-04,0,TCP,,Critical,ACTIVE,22,2026-04-20
195,westswan01.example.net,asset-20837,10.183.201.163,WESTSWAN01,Cisco IOS OS,CVE-2019-1653,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-3527,Cisco Small Business Routers Information Disclosure,Upgrade to the latest firmware version.,7.739655288976595,2025-07-29,Disable affected service if not required.,2025-07-07,Mitigation,2025-12-11,vuln-195966,2026-02-05,80,UDP,,High,ACTIVE,93,2026-03-20
53,westswan01.example.net,asset-20837,10.34.23.48,WESTSWAN01,Cisco IOS OS,CVE-2023-20273,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-8061,Cisco IOS XE Software Web UI Command Injection,Upgrade to the latest firmware version.,7.148843677021452,2025-03-29,Disable affected service if not required.,2025-04-20,Mitigation,2025-09-25,vuln-208310,2026-02-05,22,UDP,,High,ACTIVE,142,2026-05-02
198,westswan01.example.net,asset-20837,10.4.75.106,WESTSWAN01,Cisco IOS OS,CVE-2020-3452,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-7353,Cisco ASA and FTD Software Path Traversal,Upgrade to the latest firmware version.,7.779169105624404,2025-03-27,Disable affected service if not required.,2025-09-05,Mitigation,2025-08-14,vuln-646417,2026-02-04,0,UDP,,High,ACTIVE,44,2026-04-29
155,westswan01.example.net,asset-20837,10.69.127.38,WESTSWAN01,Cisco IOS OS,CVE-2023-20198,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-2036,Cisco IOS XE Software Web UI Privilege Escalation,Upgrade to the latest firmware version.,9.667207400759132,2025-08-19,Disable affected service if not required.,2025-06-06,Mitigation,2025-10-23,vuln-607753,2026-01-30,22,UDP,,Critical,ACTIVE,65,2026-03-08
321,westswan01.example.net,asset-20837,10.127.153.158,WESTSWAN01,Cisco IOS OS,CVE-2022-20968,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-4203,Cisco IP Phone Buffer Overflow,Upgrade to the latest firmware version.,5.457861632905694,2025-10-30,Disable affected service if not required.,2025-08-05,Mitigation,2026-01-06,vuln-514913,2026-02-03,8443,UDP,,Medium,ACTIVE,85,2026-04-09
221,westswan01.example.net,asset-20837,10.209.211.221,WESTSWAN01,Cisco IOS OS,CVE-2020-3566,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-3230,Cisco IOS XR Software DVMRP Memory Exhaustion,Upgrade to the latest firmware version.,6.600435284679123,2025-03-05,Disable affected service if not required.,2025-09-27,Mitigation,2025-09-07,vuln-429445,2026-02-04,443,UDP,,Medium,ACTIVE,75,2026-03-21
304,westswan02.example.net,asset-92955,10.140.47.175,WESTSWAN02,Cisco IOS OS,CVE-2019-1653,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-1440,Cisco Small Business Routers Information Disclosure,Upgrade to the latest firmware version.,7.953004611486296,2025-05-16,Disable affected service if not required.,2025-09-22,Mitigation,2025-09-17,vuln-936433,2026-02-03,0,TCP,,High,ACTIVE,105,2026-03-25
72,westswan02.example.net,asset-92955,10.163.78.62,WESTSWAN02,Cisco IOS OS,CVE-2022-20968,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-5139,Cisco IP Phone Buffer Overflow,Upgrade to the latest firmware version.,5.658662968532318,2025-06-05,Disable affected service if not required.,2025-06-28,Mitigation,2025-12-20,vuln-570880,2026-02-01,443,ICMP,,Medium,ACTIVE,103,2026-04-03
279,westswan02.example.net,asset-92955,10.10.203.248,WESTSWAN02,Cisco IOS OS,CVE-2024-20359,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-6890,Cisco ASA and FTD Software Arbitrary File Read,Upgrade to the latest firmware version.,6.201634287055593,2025-04-08,Disable affected service if not required.,2025-11-25,Mitigation,2025-12-11,vuln-906306,2026-02-04,0,ICMP,,Medium,ACTIVE,91,2026-04-27
289,westswan02.example.net,asset-92955,10.252.166.174,WESTSWAN02,Cisco IOS OS,CVE-2022-20699,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-7547,Cisco Small Business Routers RCE,Upgrade to the latest firmware version.,10.266811133568606,2025-07-22,Disable affected service if not required.,2025-06-01,Mitigation,2025-12-11,vuln-111060,2026-02-05,80,TCP,,Critical,ACTIVE,131,2026-03-21
229,westswan02.example.net,asset-92955,10.96.101.119,WESTSWAN02,Cisco IOS OS,CVE-2021-1497,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-9199,Cisco HyperFlex HX Command Injection,Upgrade to the latest firmware version.,9.450744932479914,2025-12-26,Disable affected service if not required.,2025-05-05,Mitigation,2025-12-12,vuln-409783,2026-02-02,22,TCP,,Critical,ACTIVE,37,2026-04-15
176,westswan02.example.net,asset-92955,10.117.201.53,WESTSWAN02,Cisco IOS OS,CVE-2023-20269,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-9537,Cisco ASA and FTD Software Remote Access VPN,Upgrade to the latest firmware version.,7.482925998779389,2025-05-09,Disable affected service if not required.,2025-11-19,Mitigation,2025-09-17,vuln-857065,2026-01-31,443,UDP,,High,ACTIVE,18,2026-04-18
364,westswan02.example.net,asset-92955,10.30.6.218,WESTSWAN02,Cisco IOS OS,CVE-2018-0171,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-6620,Cisco IOS and IOS XE Software Smart Install,Upgrade to the latest firmware version.,9.947969917277714,2025-10-15,Disable affected service if not required.,2025-09-05,Mitigation,2025-08-28,vuln-282927,2026-02-01,23,UDP,,Critical,ACTIVE,144,2026-04-10
119,westswan02.example.net,asset-92955,10.205.104.162,WESTSWAN02,Cisco IOS OS,CVE-2023-20032,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-4022,Cisco IOS XE Software SNMP Denial of Service,Upgrade to the latest firmware version.,7.386386925283662,2025-05-31,Disable affected service if not required.,2025-06-19,Mitigation,2025-12-31,vuln-873207,2026-02-01,23,UDP,,High,ACTIVE,152,2026-04-10
3,westswan02.example.net,asset-92955,10.181.55.53,WESTSWAN02,Cisco IOS OS,CVE-2023-20198,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-5560,Cisco IOS XE Software Web UI Privilege Escalation,Upgrade to the latest firmware version.,10.252325495360491,2025-12-06,Disable affected service if not required.,2025-11-16,Mitigation,2025-08-23,vuln-296041,2026-02-03,80,TCP,,Critical,ACTIVE,118,2026-04-30
344,westswan02.example.net,asset-92955,10.221.126.136,WESTSWAN02,Cisco IOS OS,CVE-2020-3566,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-6134,Cisco IOS XR Software DVMRP Memory Exhaustion,Upgrade to the latest firmware version.,6.896970829282993,2025-03-01,Disable affected service if not required.,2025-06-21,Mitigation,2025-08-10,vuln-219781,2026-02-03,80,UDP,,Medium,ACTIVE,159,2026-04-26
215,eastswan01.example.net,asset-98288,10.153.36.148,EASTSWAN01,Cisco IOS OS,CVE-2022-20968,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-7286,Cisco IP Phone Buffer Overflow,Upgrade to the latest firmware version.,5.423038782073212,2025-05-03,Disable affected service if not required.,2025-10-11,Mitigation,2025-08-18,vuln-274971,2026-02-02,80,TCP,,Medium,ACTIVE,48,2026-04-17
